Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Car_Age,Mileage_per_Year,Premium_Brand,High_Mileage
7,2015,0.6,0.95,16600,2,1,1,0,10,1509.090909090909,0,0
37,2013,0.6,1.2,32000,2,1,1,0,12,2461.538461538461,1,0
5,2016,0.6,0.8,20000,2,1,1,0,9,2000.0,0,0
57,2015,0.6,0.84,29000,2,1,1,0,10,2636.3636363636365,0,0
57,2016,0.6,0.84,25000,2,1,1,0,9,2500.0,0,0
12,2014,0.6,0.99,25000,2,1,1,0,11,2083.333333333333,0,0
51,2012,0.6,0.81,19000,2,1,1,0,13,1357.142857142857,0,0
20,2014,0.55,0.787,15000,2,1,1,0,11,1250.0,0,0
60,2015,0.55,0.84,58000,2,1,1,0,10,5272.727272727273,0,1
15,2010,0.52,0.94,45000,2,1,1,0,15,2812.5,0,1
15,2016,0.51,0.94,24000,2,1,1,0,9,2400.0,0,0
52,2011,0.5,0.826,6000,2,1,1,0,14,400.0,0,0
26,2016,0.5,0.55,31000,2,1,1,0,9,3100.0,0,0
16,2012,0.5,0.99,13000,2,1,1,0,13,928.5714285714286,0,0
16,2013,0.5,0.99,45000,2,1,1,0,12,3461.538461538461,0,1
61,2014,0.5,0.88,8000,2,1,1,0,11,666.6666666666666,0,0
31,2017,0.48,0.51,4300,2,1,0,0,8,477.77777777777777,1,0
54,2017,0.48,0.52,15000,2,1,1,0,8,1666.6666666666667,0,0
60,2015,0.48,0.84,23000,2,1,1,0,10,2090.909090909091,0,0
38,2017,0.48,0.54,8600,2,1,1,0,8,955.5555555555557,1,0
31,2017,0.45,0.51,4000,2,1,0,0,8,444.44444444444446,1,0
8,2011,0.45,0.95,24000,2,1,1,0,14,1600.0,0,0
52,2014,0.45,0.826,23000,2,1,1,0,11,1916.6666666666667,0,0
16,2012,0.45,0.99,14500,2,1,1,0,13,1035.7142857142858,0,0
7,2010,0.45,0.95,27000,2,1,1,0,15,1687.5,0,0
28,2016,0.45,0.54,14000,2,1,1,0,9,1400.0,0,0
1,2016,0.45,0.54,500,2,1,0,0,9,50.0,0,0
25,2016,0.45,0.55,1000,2,1,1,0,9,100.0,0,0
51,2014,0.42,0.81,42000,2,1,1,0,11,3500.0,0,1
34,2013,0.42,0.73,12000,2,1,1,0,12,923.0769230769232,1,0
28,2015,0.4,0.54,14000,2,1,1,0,10,1272.7272727272727,0,0
59,2012,0.4,0.83,5500,2,1,1,0,13,392.8571428571428,0,0
25,2015,0.4,0.55,6700,2,1,1,0,10,609.0909090909091,0,0
13,2014,0.4,0.64,13700,2,1,1,0,11,1141.6666666666667,0,0
2,2017,0.4,0.51,1300,2,1,0,0,8,144.44444444444446,0,0
35,2015,0.38,0.72,38600,2,1,1,0,10,3509.090909090909,1,1
22,2011,0.38,0.787,75000,2,1,1,0,14,5000.0,1,1
39,2011,0.35,1.05,30000,2,1,1,0,14,2000.0,1,0
30,2016,0.35,0.57,24000,2,1,0,0,9,2400.0,1,0
53,2014,0.35,0.52,19000,2,1,0,0,11,1583.3333333333333,0,0
39,2010,0.31,1.05,213000,2,1,1,0,15,13312.5,1,1
23,2012,0.3,0.51,60000,2,1,1,0,13,4285.714285714285,1,1
27,2016,0.3,0.48,50000,2,1,1,0,9,5000.0,0,1
33,2013,0.3,0.58,30000,2,1,1,0,12,2307.692307692308,1,0
9,2013,0.27,0.47,21000,2,1,1,0,12,1615.3846153846157,0,0
14,2008,0.25,0.75,26000,2,1,1,1,17,1444.4444444444443,0,0
50,2008,0.25,0.58,1900,2,1,0,0,17,105.55555555555556,0,0
55,2010,0.25,0.52,22000,2,1,0,0,15,1375.0,0,0
36,2013,0.25,0.51,32000,2,1,1,0,12,2461.538461538461,1,0
21,2013,0.25,0.57,18000,2,1,1,0,12,1384.6153846153843,0,0
29,2005,0.2,0.57,55000,2,1,1,0,20,2619.0476190476197,0,1
14,2008,0.2,0.75,60000,2,1,1,0,17,3333.333333333333,0,1
10,2012,0.2,0.57,25000,2,1,1,1,13,1785.7142857142858,0,0
24,2007,0.2,0.75,49000,2,1,1,1,18,2578.9473684210525,0,1
19,2013,0.2,0.65,24000,2,1,1,1,12,1846.1538461538464,0,0
18,2008,0.2,0.787,50000,2,1,1,0,17,2777.777777777778,0,1
3,2015,0.18,0.32,35000,2,1,1,0,10,3181.818181818182,0,1
1,2008,0.17,0.52,500000,2,1,0,0,17,27777.777777777777,0,1
36,2010,0.16,0.51,33000,2,1,1,0,15,2062.5,1,1
10,2011,0.15,0.57,35000,2,1,1,1,14,2333.333333333333,0,1
33,2007,0.12,0.58,53000,2,1,1,0,18,2789.4736842105262,1,1
14,2006,0.1,0.75,92233,2,1,1,0,19,4611.65,0,1
84,2010,3.25,6.79,58000,1,0,1,1,15,3625.0,0,1
82,2015,4.4,5.7,28200,2,0,1,0,10,2563.6363636363635,0,0
83,2011,2.95,4.6,53460,2,0,1,0,14,3564.0,0,1
75,2015,2.75,4.43,28282,2,0,1,0,10,2571.090909090909,0,0
82,2016,5.25,5.7,3493,2,0,1,1,9,349.3,0,0
97,2017,5.75,7.13,12479,2,0,1,0,8,1386.5555555555557,0,0
82,2015,5.15,5.7,34797,2,0,0,0,10,3163.3636363636365,0,1
84,2017,7.9,8.1,3435,2,0,1,0,8,381.6666666666667,0,0
82,2015,4.85,5.7,21125,1,0,1,0,10,1920.4545454545453,0,0
83,2012,3.1,4.6,35775,2,0,1,0,13,2555.3571428571427,0,1
74,2015,11.75,14.79,43535,1,0,1,0,10,3957.727272727273,0,1
72,2016,11.25,13.6,22671,2,0,1,0,9,2267.1,0,0
84,2011,2.9,6.79,31604,2,0,1,0,14,2106.9333333333334,0,0
82,2017,5.25,5.7,20114,2,0,1,0,8,2234.8888888888887,0,0
94,2012,4.5,9.4,36100,2,0,1,0,13,2578.5714285714284,0,1
75,2016,2.9,4.43,12500,2,0,1,0,9,1250.0,0,0
75,2016,3.15,4.43,15000,2,0,1,0,9,1500.0,0,0
94,2014,6.45,9.4,45078,2,0,1,0,11,3756.5,0,1
94,2012,4.5,9.4,36000,2,0,1,0,13,2571.428571428572,0,1
75,2017,3.5,4.43,38488,2,0,1,0,8,4276.444444444444,0,1
84,2013,4.5,6.79,32000,2,0,0,0,12,2461.538461538461,0,0
84,2014,6.0,7.6,77632,1,0,1,0,11,6469.333333333333,0,1
94,2015,8.25,9.4,61381,1,0,1,0,10,5580.090909090909,0,1
94,2013,5.11,9.4,36198,2,0,0,0,12,2784.4615384615386,0,1
83,2011,2.7,4.6,22517,2,0,1,0,14,1501.1333333333334,0,0
82,2015,5.25,5.7,24678,2,0,1,0,10,2243.454545454545,0,0
83,2011,2.55,4.43,57000,2,0,1,0,14,3800.0,0,1
94,2012,4.95,9.4,60000,1,0,1,0,13,4285.714285714285,0,1
84,2012,3.1,6.79,52132,1,0,1,0,13,3723.714285714286,0,1
94,2013,6.15,9.4,45000,1,0,1,0,12,3461.538461538461,0,1
94,2017,9.25,9.4,15001,2,0,1,0,8,1666.7777777777778,0,0
74,2015,11.45,14.79,12900,2,0,0,0,10,1172.7272727272727,0,0
82,2013,3.9,5.7,53000,1,0,1,0,12,4076.923076923077,0,1
82,2015,5.5,5.7,4492,2,0,1,0,10,408.3636363636364,0,0
94,2017,9.1,9.4,15141,2,0,1,0,8,1682.3333333333333,0,0
75,2016,3.1,4.43,11849,2,0,1,0,9,1184.9,0,0
72,2015,11.25,13.6,68000,1,0,1,0,10,6181.818181818182,0,1
94,2013,4.8,9.4,60241,2,0,1,0,12,4633.923076923077,0,1
75,2012,2.0,4.43,23709,2,0,1,0,13,1693.5,0,0
94,2012,5.35,9.4,32322,1,0,1,0,13,2308.714285714286,0,1
97,2015,4.75,7.13,35866,2,0,1,1,10,3260.5454545454545,0,1
97,2014,4.4,7.13,34000,2,0,1,0,11,2833.333333333333,0,1
84,2016,6.25,7.6,7000,2,0,1,0,9,700.0,0,0
94,2013,5.95,9.4,49000,1,0,1,0,12,3769.230769230769,0,1
94,2012,5.2,9.4,71000,1,0,1,0,13,5071.428571428572,0,1
84,2012,3.75,6.79,35000,2,0,1,0,13,2500.0,0,1
94,2015,5.95,9.4,36000,2,0,1,0,10,3272.7272727272725,0,1
83,2013,4.0,4.6,30000,2,0,1,0,12,2307.692307692308,0,0
84,2016,5.25,7.6,17000,2,0,1,0,9,1700.0,0,0
72,2016,12.9,13.6,35934,1,0,1,0,9,3593.4,0,1
69,2013,5.0,9.9,56701,2,0,1,0,12,4361.615384615385,0,1
66,2015,5.4,6.82,31427,2,0,0,0,10,2857.0,0,0
69,2014,7.2,9.9,48000,1,0,1,0,11,4000.0,0,1
69,2013,5.25,9.9,54242,2,0,1,0,12,4172.461538461538,0,1
66,2012,3.0,5.35,53675,2,0,1,0,13,3833.928571428572,0,1
69,2016,10.25,13.6,49562,2,0,1,0,9,4956.2,0,1
69,2015,8.5,13.6,40324,2,0,1,0,10,3665.818181818182,0,1
69,2015,8.4,13.6,25000,2,0,1,0,10,2272.7272727272725,0,0
64,2014,3.9,7.0,36054,2,0,1,0,11,3004.5,0,1
69,2016,9.15,13.6,29223,2,0,1,0,9,2922.3,0,0
66,2016,5.5,5.97,5600,2,0,1,0,9,560.0,0,0
64,2015,4.0,5.8,40023,2,0,1,0,10,3638.4545454545455,0,1
87,2016,6.6,7.7,16002,2,0,1,0,9,1600.2,0,0
64,2015,4.0,7.0,40026,2,0,1,0,10,3638.727272727273,0,1
87,2017,6.5,8.7,21200,2,0,1,0,8,2355.555555555556,0,0
64,2014,3.65,7.0,35000,2,0,1,0,11,2916.6666666666665,0,1
69,2016,8.35,9.4,19434,1,0,1,0,9,1943.4,0,0
66,2017,4.8,5.8,19000,2,0,1,0,8,2111.1111111111118,0,0
69,2015,6.7,10.0,18828,2,0,1,0,10,1711.6363636363635,0,0
69,2011,4.1,10.0,69341,2,0,1,0,14,4622.733333333334,0,1
69,2009,3.0,10.0,69562,2,0,1,0,16,4091.8823529411766,0,1
69,2015,7.5,10.0,27600,2,0,1,0,10,2509.090909090909,0,0
87,2010,2.25,7.5,61203,2,0,1,0,15,3825.1875,0,1
66,2014,5.3,6.8,16500,2,0,1,0,11,1375.0,0,0
69,2016,10.9,13.6,30753,2,0,0,0,9,3075.3,0,0
69,2015,8.65,13.6,24800,2,0,1,0,10,2254.5454545454545,0,0
69,2015,9.7,13.6,21780,2,0,1,0,10,1980.0,0,0
87,2016,6.0,8.4,4000,2,0,1,0,9,400.0,0,0
69,2014,6.25,13.6,40126,2,0,1,0,11,3343.833333333333,0,1
66,2015,5.25,5.9,14465,2,0,1,0,10,1315.0,0,0
69,2006,2.1,7.6,50456,2,0,1,0,19,2522.8,0,1
69,2014,8.25,14.0,63000,1,0,1,0,11,5250.0,0,1
69,2016,8.99,11.8,9010,2,0,1,0,9,901.0,0,0
66,2013,3.5,5.9,9800,2,0,1,0,12,753.8461538461538,0,0
87,2016,7.4,8.5,15059,2,0,0,0,9,1505.9,0,0
87,2016,5.65,7.9,28569,2,0,1,0,9,2856.9,0,0
64,2015,5.75,7.5,44000,2,0,0,0,10,4000.0,0,1
69,2015,8.4,13.6,34000,2,0,1,0,10,3090.909090909091,0,1
69,2016,10.11,13.6,10980,2,0,1,0,9,1098.0,0,0
64,2014,4.5,6.4,19000,2,0,1,0,11,1583.3333333333333,0,0
66,2015,5.4,6.1,31427,2,0,1,0,10,2857.0,0,0
87,2016,6.4,8.4,12000,2,0,1,0,9,1200.0,0,0
69,2010,3.25,9.9,38000,2,0,1,0,15,2375.0,0,1
64,2014,3.75,6.8,33019,2,0,1,0,11,2751.583333333333,0,1
69,2015,8.55,13.09,60076,1,0,1,0,10,5461.454545454545,0,1
69,2016,9.5,11.6,33988,1,0,1,0,9,3398.8,0,1
66,2015,4.0,5.9,60000,2,0,1,0,10,5454.545454545455,0,1
69,2009,3.35,11.0,87934,2,0,1,0,16,5172.588235294118,0,1
69,2017,11.5,12.5,9000,1,0,1,0,8,1000.0,0,0
66,2016,5.3,5.9,5464,2,0,1,0,9,546.4,0,0
